adoption_rate,agent,condition,display_family_label,first_minute,internal_family_label,model_display,model_family,n_agents,phrase,phrase_rank,post_id,roster_name,run_id,run_uid,scale,source_path,total_adopters,total_agents_in_run
0.3,agent_theta,mag1,Single-model final runs,41.9706,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,poets plumbers editors stewards modulators,1,a490775f-153e-4c10-9ca5-0fd75df55a72,Gemini Flash Lite,ec-mag1-n30-run01,00882806f4b0287544272e5289b9188ba5b0c929,n30,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag1-n30-run01,9,30
0.3,agent_upsilon,mag1,Single-model final runs,42.1026,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,poets plumbers editors stewards modulators,1,7d81938d-507f-416f-9065-703faab950be,Gemini Flash Lite,ec-mag1-n30-run01,00882806f4b0287544272e5289b9188ba5b0c929,n30,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag1-n30-run01,9,30
0.3,agent_helios,mag1,Single-model final runs,43.4276,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,poets plumbers editors stewards modulators,1,ed577cd0-7762-4b21-9a58-62019ef12de5,Gemini Flash Lite,ec-mag1-n30-run01,00882806f4b0287544272e5289b9188ba5b0c929,n30,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag1-n30-run01,9,30
0.3,agent_chi,mag1,Single-model final runs,44.1346,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,poets plumbers editors stewards modulators,1,7cbdfb20-438b-4072-b74e-6244cc8f12b4,Gemini Flash Lite,ec-mag1-n30-run01,00882806f4b0287544272e5289b9188ba5b0c929,n30,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag1-n30-run01,9,30
0.3,agent_phi,mag1,Single-model final runs,44.2794,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,poets plumbers editors stewards modulators,1,773cc66f-47f0-4b4a-be02-b7a97bc6a2ce,Gemini Flash Lite,ec-mag1-n30-run01,00882806f4b0287544272e5289b9188ba5b0c929,n30,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag1-n30-run01,9,30
0.3,agent_selene,mag1,Single-model final runs,44.3522,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,poets plumbers editors stewards modulators,1,951b23f0-e60b-43d0-8429-4a319173f925,Gemini Flash Lite,ec-mag1-n30-run01,00882806f4b0287544272e5289b9188ba5b0c929,n30,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag1-n30-run01,9,30
0.3,agent_iota,mag1,Single-model final runs,44.5981,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,poets plumbers editors stewards modulators,1,f3e4f637-9fd3-4aa3-97ac-dea1729e5c07,Gemini Flash Lite,ec-mag1-n30-run01,00882806f4b0287544272e5289b9188ba5b0c929,n30,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag1-n30-run01,9,30
0.3,agent_delta,mag1,Single-model final runs,49.2147,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,poets plumbers editors stewards modulators,1,4c3ec16d-6478-4701-a1a9-9777c80f8a6a,Gemini Flash Lite,ec-mag1-n30-run01,00882806f4b0287544272e5289b9188ba5b0c929,n30,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag1-n30-run01,9,30
0.3,agent_tau,mag1,Single-model final runs,59.8967,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,poets plumbers editors stewards modulators,1,3d0d116a-7d36-42c9-8bb7-b1778d969e7f,Gemini Flash Lite,ec-mag1-n30-run01,00882806f4b0287544272e5289b9188ba5b0c929,n30,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag1-n30-run01,9,30
0.26666666666666666,agent_nyx,mag1,Single-model final runs,48.6491,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,see you in the repository,2,0f19efee-8f43-4a7d-abd8-f6baf7af7cfc,Gemini Flash Lite,ec-mag1-n30-run01,00882806f4b0287544272e5289b9188ba5b0c929,n30,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag1-n30-run01,8,30
